'sample interval','BP'
15499,94.725
15500,93.818
15501,93.558
15502,93.170
15503,92.392
15504,92.133
15505,91.485
15506,91.096
15507,90.448
15508,90.319
15509,89.541
15510,89.671
15511,89.153
15512,88.893
15513,88.505
15514,88.245
15515,88.245
15516,87.986
15517,87.468
15518,87.209
15519,87.209
15520,87.079
15521,86.950
15522,86.561
15523,86.431
15524,86.302
15525,86.172
15526,85.913
15527,85.654
15528,85.654
15529,85.395
15530,84.876
15531,84.876
15532,84.488
15533,84.488
15534,84.228
15535,83.840
15536,83.581
15537,83.321
15538,82.933
15539,82.803
15540,82.673
15541,82.285
15542,82.155
15543,82.155
15544,81.766
15545,81.507
15546,81.248
15547,81.118
15548,81.118
15549,80.859
15550,80.730
15551,80.730
15552,80.730
15553,80.471
15554,80.341
15555,80.211
15556,80.082
15557,80.211
15558,79.693
15559,79.823
15560,79.952
15561,79.823
15562,79.952
15563,79.434
15564,79.563
15565,79.693
15566,79.563
15567,79.175
15568,79.563
15569,79.304
15570,79.304
15571,79.693
15572,80.082
15573,80.600
15574,81.766
15575,82.803
15576,84.747
15577,86.690
15578,88.893
15579,91.874
15580,94.465
15581,97.835
15582,101.074
15583,104.832
15584,108.072
15585,111.829
15586,115.587
15587,119.086
15588,122.455
15589,125.695
15590,129.323
15591,132.174
15592,134.247
15593,136.709
15594,138.264
15595,139.690
15596,140.597
15597,140.856
15598,140.856
15599,140.208
15600,139.430
15601,138.264
15602,136.968
15603,135.284
15604,133.599
15605,131.785
15606,129.712
15607,127.898
15608,126.083
15609,124.528
15610,122.973
15611,121.289
15612,119.864
15613,118.438
15614,117.531
15615,116.494
15616,115.587
15617,114.810
15618,114.421
15619,113.514
15620,113.644
15621,113.255
15622,113.384
15623,113.255
15624,113.125
15625,113.384
15626,113.384
15627,113.514
15628,113.384
15629,113.384
15630,113.514
15631,113.644
15632,113.644
15633,113.255
15634,112.866
15635,112.348
15636,111.570
15637,110.793
15638,109.238
15639,108.719
15640,107.294
15641,106.128
15642,104.832
15643,103.407
15644,101.981
15645,100.945
15646,99.519
15647,98.871
15648,97.705
15649,96.927
15650,96.150
15651,95.502
15652,95.113
15653,94.725
15654,94.595
15655,94.595
15656,94.725
15657,94.595
15658,94.984
15659,95.243
15660,95.502
15661,96.020
15662,96.409
15663,96.668
15664,97.316
15665,97.575
15666,97.835
15667,98.353
15668,98.353
15669,98.871
15670,99.001
15671,99.390
15672,99.260
15673,99.390
15674,99.390
15675,99.001
15676,98.871
15677,98.482
15678,97.835
15679,98.223
15680,97.316
15681,97.316
15682,96.927
15683,96.280
15684,96.150
15685,95.761
15686,95.372
15687,94.725
15688,94.206
15689,93.688
15690,93.688
15691,93.170
15692,92.651
15693,92.392
15694,92.133
15695,91.874
15696,91.485
15697,91.096
15698,90.837
15699,90.708
15700,90.708
15701,90.189
15702,90.060
15703,89.800
15704,89.541
15705,89.412
15706,89.282
15707,89.023
15708,88.893
15709,88.764
15710,88.505
15711,88.505
15712,87.986
15713,87.468
15714,87.338
15715,87.079
15716,87.209
15717,86.561
15718,86.561
15719,85.913
15720,85.913
15721,85.783
15722,85.395
15723,84.876
15724,84.617
15725,84.228
15726,83.840
15727,83.321
15728,83.062
15729,82.933
15730,82.544
15731,82.285
15732,82.026
15733,81.766
15734,81.118
15735,81.378
15736,81.248
15737,80.859
15738,80.471
15739,80.341
15740,80.211
15741,79.823
15742,79.823
15743,79.563
15744,79.434
15745,79.045
15746,78.916
15747,78.786
15748,78.527
15749,78.397
15750,78.138
15751,78.008
15752,77.879
15753,77.879
15754,78.138
15755,78.138
15756,78.786
15757,79.563
15758,80.471
15759,81.896
15760,83.969
15761,86.431
15762,88.764
15763,91.355
15764,94.465
15765,97.835
15766,100.815
15767,104.573
15768,108.072
15769,111.570
15770,114.939
15771,118.827
15772,121.807
15773,124.788
15774,127.509
15775,130.360
15776,132.433
15777,133.988
15778,135.025
15779,136.580
15780,136.450
15781,136.709
15782,136.580
15783,136.061
15784,134.636
15785,133.340
15786,131.915
15787,130.230
15788,128.157
15789,126.472
15790,124.788
15791,122.714
15792,120.771
15793,119.216
15794,117.661
15795,116.365
15796,114.939
15797,113.644
15798,112.737
15799,111.441
15800,111.311
15801,110.274
15802,109.886
15803,109.497
15804,109.108
15805,108.979
15806,108.719
15807,108.979
15808,108.849
15809,108.719
15810,108.590
15811,108.849
15812,108.590
15813,108.719
15814,108.201
15815,107.812
15816,107.424
15817,106.646
15818,105.998
15819,104.702
15820,103.666
15821,102.500
15822,101.463
15823,100.037
15824,98.871
15825,98.094
15826,96.798
15827,95.761
15828,95.113
15829,94.595
15830,93.818
15831,93.170
15832,92.522
15833,92.392
15834,92.133
15835,92.133
15836,92.133
15837,92.392
15838,92.651
15839,92.522
15840,93.170
15841,93.558
15842,94.077
15843,94.465
15844,94.984
15845,95.243
15846,95.761
15847,96.280
15848,96.280
15849,96.409
15850,96.798
15851,96.798
15852,96.927
15853,96.927
15854,96.927
15855,96.668
15856,96.539
15857,96.280
15858,96.150
15859,95.632
15860,95.243
15861,94.725
15862,94.206
15863,93.688
15864,93.170
15865,92.781
15866,92.133
15867,91.744
15868,91.226
15869,90.967
15870,90.319
15871,90.060
15872,89.541
15873,89.023
15874,88.893
15875,88.505
15876,88.245
15877,87.986
15878,87.727
15879,87.468
15880,87.209
15881,87.338
15882,86.950
15883,86.820
15884,86.561
15885,86.690
15886,86.431
15887,86.561
15888,85.913
15889,85.783
15890,85.524
15891,85.783
15892,85.395
15893,85.265
15894,85.265
15895,84.876
15896,84.876
15897,84.488
15898,84.358
15899,83.969
15900,83.840
15901,83.581
15902,83.710
15903,83.451
15904,83.451
15905,82.933
15906,83.062
15907,83.192
15908,83.062
15909,82.803
15910,82.933
15911,82.803
15912,82.544
15913,82.544
15914,82.155
15915,82.285
15916,82.285
15917,81.896
15918,81.896
15919,81.766
15920,81.248
15921,81.248
15922,80.859
15923,80.859
15924,80.471
15925,80.471
15926,80.341
15927,80.211
15928,80.211
15929,79.952
15930,79.693
15931,79.693
15932,80.211
15933,80.341
15934,81.118
15935,82.285
15936,83.840
15937,85.654
15938,88.116
15939,91.096
15940,94.206
15941,97.187
15942,100.426
15943,104.054
15944,107.683
15945,111.052
15946,115.069
15947,118.568
15948,122.196
15949,125.436
15950,128.675
15951,131.526
15952,134.118
15953,136.450
15954,137.875
15955,139.301
15956,140.467
15957,140.597
15958,140.856
15959,140.338
15960,139.301
15961,138.264
15962,136.968
15963,135.413
15964,133.340
15965,131.656
15966,129.841
15967,127.768
15968,125.824
15969,124.269
15970,122.455
15971,121.030
15972,119.216
15973,117.790
15974,116.624
15975,115.587
15976,114.551
15977,114.032
15978,113.384
15979,112.866
15980,112.477
15981,112.348
15982,112.348
15983,112.348
15984,112.089
15985,112.348
15986,112.477
15987,112.348
15988,112.348
15989,112.737
15990,112.737
15991,112.477
15992,112.218
15993,111.959
15994,111.700
15995,111.052
15996,110.404
15997,109.756
15998,108.331
15999,107.164
16000,106.128
16001,104.962
16002,103.666
16003,102.370
16004,100.945
16005,99.778
16006,98.612
16007,97.835
16008,96.798
16009,95.761
16010,94.725
16011,94.206
16012,93.688
16013,93.429
16014,93.170
16015,93.170
16016,93.170
16017,93.688
16018,94.077
16019,94.077
16020,94.206
16021,94.984
16022,95.632
16023,95.761
16024,96.280
16025,96.798
16026,97.187
16027,97.316
16028,97.835
16029,97.835
16030,97.835
16031,97.835
16032,97.705
16033,97.575
16034,97.446
16035,97.316
16036,97.057
16037,96.798
16038,96.539
16039,96.280
16040,95.761
16041,95.113
16042,94.725
16043,94.465
16044,93.688
16045,93.299
16046,92.781
16047,92.003
16048,91.615
16049,90.967
16050,90.837
16051,90.060
16052,89.671
16053,89.282
16054,88.893
16055,87.986
16056,87.727
16057,87.468
16058,86.950
16059,86.172
16060,85.913
16061,85.654
16062,85.395
16063,85.006
16064,84.876
16065,84.358
16066,84.099
16067,83.840
16068,83.321
16069,83.321
16070,83.062
16071,82.803
16072,82.285
16073,82.155
16074,81.896
16075,81.766
16076,81.248
16077,81.248
16078,81.118
16079,80.730
16080,80.341
16081,80.341
16082,80.211
16083,79.693
16084,79.823
16085,79.693
16086,79.693
16087,79.434
16088,79.563
16089,79.693
16090,79.175
16091,78.786
16092,78.527
16093,78.397
16094,78.008
16095,77.749
16096,77.490
16097,77.490
16098,77.231
16099,77.101
16100,77.101
16101,76.713
16102,76.583
16103,76.453
16104,76.324
16105,76.453
16106,76.453
16107,76.453
16108,76.194
16109,76.583
16110,76.583
16111,77.361
16112,78.397
16113,79.563
16114,80.989
16115,83.192
16116,85.395
16117,88.375
16118,91.615
16119,95.113
16120,98.353
16121,102.240
16122,105.480
16123,109.238
16124,113.125
16125,117.013
16126,120.641
16127,124.269
16128,127.898
16129,130.748
16130,133.470
16131,136.061
16132,138.005
16133,139.301
16134,140.597
16135,141.115
16136,141.374
16137,141.245
16138,140.726
16139,139.819
16140,138.653
16141,137.228
16142,135.802
16143,134.247
16144,132.692
16145,131.008
16146,129.323
16147,127.638
16148,126.343
16149,125.047
16150,124.010
16151,122.585
16152,122.196
16153,121.419
16154,120.900
16155,120.123
16156,119.993
16157,119.604
16158,119.086
16159,118.956
16160,119.086
16161,119.086
16162,119.086
16163,118.827
16164,118.956
16165,119.216
16166,119.086
16167,119.216
16168,119.086
16169,119.216
16170,119.086
16171,118.827
16172,118.568
16173,118.438
16174,117.920
16175,117.661
16176,116.624
16177,115.587
16178,114.680
16179,113.255
16180,111.570
16181,110.274
16182,108.979
16183,107.164
16184,105.609
16185,104.184
16186,102.629
16187,101.722
16188,100.426
16189,99.519
16190,99.001
16191,98.094
16192,97.835
16193,97.446
16194,97.187
16195,97.057
16196,97.316
16197,97.316
16198,97.835
16199,98.094
16200,98.353
16201,98.871
16202,98.871
16203,99.260
16204,99.260
16205,99.001
16206,98.742
16207,98.871
16208,98.353
16209,98.742
16210,98.353
16211,98.353
16212,97.835
16213,97.835
16214,97.446
16215,97.187
16216,96.539
16217,96.409
16218,95.761
16219,95.243
16220,94.725
16221,94.206
16222,93.818
16223,93.688
16224,93.429
16225,92.910
16226,92.522
16227,92.392
16228,92.133
16229,91.485
16230,90.837
16231,90.189
16232,89.541
16233,89.023
16234,88.245
16235,87.468
16236,86.431
16237,85.783
16238,85.265
16239,84.617
16240,84.358
16241,83.451
16242,83.321
16243,82.673
16244,82.414
16245,82.285
16246,81.896
16247,81.766
16248,81.507
16249,81.507
16250,81.766
16251,81.378
16252,81.766
16253,81.766
16254,82.155
16255,82.285
16256,82.673
16257,82.933
16258,83.581
16259,83.840
16260,84.228
16261,84.358
16262,84.488
16263,84.876
16264,84.876
16265,84.876
16266,84.876
16267,85.006
16268,84.617
16269,84.358
16270,84.228
16271,84.358
16272,83.840
16273,83.969
16274,83.321
16275,83.451
16276,82.933
16277,82.803
16278,82.414
16279,82.155
16280,81.637
16281,81.248
16282,80.730
16283,80.341
16284,79.823
16285,79.434
16286,79.175
16287,79.175
16288,78.656
16289,78.527
16290,78.397
16291,78.268
16292,78.527
16293,78.656
16294,79.175
16295,80.341
16296,81.766
16297,83.321
16298,85.395
16299,87.986
16300,90.967
16301,94.077
16302,97.187
16303,100.945
16304,104.443
16305,108.201
16306,112.218
16307,116.235
16308,120.123
16309,123.881
16310,127.379
16311,130.489
16312,133.599
16313,136.709
16314,139.301
16315,141.115
16316,142.540
16317,143.966
16318,144.355
16319,145.002
16320,144.614
16321,144.355
16322,143.188
16323,141.892
16324,140.338
16325,138.783
16326,136.709
16327,135.025
16328,132.822
16329,131.137
16330,128.934
16331,127.379
16332,125.824
16333,124.399
16334,123.362
16335,121.937
16336,121.159
16337,120.123
16338,119.475
16339,118.697
16340,118.568
16341,118.438
16342,118.049
16343,117.790
16344,117.531
16345,117.790
16346,117.661
16347,117.531
16348,117.790
16349,118.179
16350,118.179
16351,118.049
16352,118.049
16353,118.049
16354,117.920
16355,117.531
16356,117.401
16357,116.494
16358,116.106
16359,115.458
16360,114.421
16361,113.255
16362,111.829
16363,110.663
16364,109.108
16365,107.812
16366,106.646
16367,105.091
16368,104.184
16369,102.888
16370,101.981
16371,100.815
16372,99.649
16373,98.871
16374,98.094
16375,97.446
16376,97.057
16377,96.280
16378,96.150
16379,96.020
16380,95.761
16381,96.150
16382,96.020
16383,96.150
16384,96.150
16385,96.409
16386,96.539
16387,96.798
16388,97.057
16389,97.316
16390,97.835
16391,97.835
16392,97.835
16393,97.835
16394,98.223
16395,98.353
16396,98.353
16397,98.223
16398,98.223
16399,98.353
16400,97.964
16401,97.575
16402,97.446
16403,97.316
16404,96.927
16405,96.539
16406,96.150
16407,95.632
16408,95.113
16409,94.725
16410,94.206
16411,93.688
16412,93.170
16413,92.651
16414,92.133
16415,91.744
16416,91.355
16417,90.837
16418,90.060
16419,89.800
16420,89.153
16421,88.893
16422,88.375
16423,88.116
16424,87.727
16425,87.468
16426,87.079
16427,86.561
16428,85.783
16429,85.913
16430,85.524
16431,85.395
16432,85.265
16433,84.617
16434,84.617
16435,84.358
16436,84.228
16437,83.840
16438,83.710
16439,83.581
16440,83.321
16441,83.192
16442,82.803
16443,82.544
16444,82.414
16445,82.026
16446,82.026
16447,81.766
16448,81.507
16449,81.118
16450,80.730
16451,80.730
16452,80.730
16453,80.211
16454,80.211
16455,80.082
16456,79.693
16457,79.693
16458,79.304
16459,79.175
16460,78.916
16461,78.786
16462,78.656
16463,78.527
16464,78.268
16465,78.268
16466,78.138
16467,78.138
16468,77.620
16469,77.620
16470,77.620
16471,77.231
16472,77.101
16473,76.713
16474,76.583
16475,76.583
16476,76.583
16477,76.194
16478,76.583
16479,76.583
16480,76.972
16481,77.231
16482,78.138
16483,79.175
16484,81.118
16485,82.933
16486,85.783
16487,88.505
16488,91.744
16489,95.243
16490,98.871
16491,102.888
16492,106.517
16493,110.274
16494,114.032
16495,118.179
16496,122.196
16497,125.306
16498,128.934
16499,132.303
16500,135.284
16501,137.746
16502,139.819
16503,141.374
16504,142.670
16505,143.188
16506,143.577
16507,143.188
16508,142.281
16509,141.504
16510,139.949
16511,138.264
16512,136.320
16513,134.636
16514,132.563
16515,130.360
16516,128.416
16517,126.472
16518,124.528
16519,122.844
16520,121.548
16521,120.123
16522,118.568
16523,117.661
16524,116.754
16525,115.717
16526,115.069
16527,114.551
16528,114.162
16529,113.644
16530,113.644
16531,113.773
16532,113.384
16533,113.384
16534,113.773
16535,113.644
16536,113.903
16537,114.032
16538,113.903
16539,113.903
16540,113.644
16541,113.773
16542,113.384
16543,112.996
16544,112.348
16545,111.311
16546,110.534
16547,109.367
16548,108.201
16549,107.164
16550,105.609
16551,104.314
16552,103.018
16553,101.463
16554,100.426
16555,99.130
16556,98.612
16557,97.316
16558,96.409
16559,95.891
16560,95.243
16561,94.206
16562,94.077
16563,93.818
16564,93.558
16565,93.170
16566,93.558
16567,93.429
16568,93.688
16569,93.947
16570,94.077
16571,94.206
16572,94.465
16573,94.854
16574,95.243
16575,95.243
16576,95.502
16577,95.761
16578,95.761
16579,96.020
16580,95.891
16581,96.150
16582,96.150
16583,96.020
16584,95.761
16585,95.502
16586,95.372
16587,94.984
16588,95.113
16589,94.725
16590,94.206
16591,94.206
16592,93.558
16593,93.170
16594,92.651
16595,92.263
16596,91.874
16597,91.355
16598,90.837
16599,90.578
16600,90.060
16601,89.671
16602,89.412
16603,89.023
16604,88.116
16605,88.116
16606,87.468
16607,87.338
16608,86.820
16609,86.950
16610,86.043
16611,86.302
16612,85.783
16613,85.654
16614,85.265
16615,84.876
16616,84.747
16617,84.617
16618,84.099
16619,83.840
16620,84.099
16621,83.710
16622,83.581
16623,83.451
16624,83.192
16625,82.414
16626,82.414
16627,82.285
16628,82.285
16629,81.766
16630,81.766
16631,81.637
16632,81.248
16633,80.989
16634,80.989
16635,80.471
16636,80.471
16637,80.341
16638,79.823
16639,79.563
16640,79.304
16641,79.175
16642,78.656
16643,78.397
16644,78.527
16645,78.138
16646,77.749
16647,77.490
16648,77.490
16649,77.101
16650,76.713
16651,76.583
16652,76.453
16653,76.065
16654,75.806
16655,75.546
16656,75.417
16657,75.417
16658,75.028
16659,75.158
16660,74.639
16661,74.510
16662,74.380
16663,74.121
16664,73.603
16665,73.862
16666,73.473
16667,73.344
16668,73.344
16669,73.214
16670,73.084
16671,73.214
16672,72.955
16673,73.732
16674,74.510
16675,75.028
16676,76.453
16677,78.397
16678,80.730
16679,83.192
16680,86.172
16681,89.412
16682,93.040
16683,96.280
16684,100.037
16685,104.054
16686,107.683
16687,111.829
16688,115.717
16689,119.216
16690,122.973
16691,126.343
16692,129.453
16693,132.044
16694,134.636
16695,136.709
16696,138.653
16697,139.171
16698,139.949
16699,140.078
16700,139.949
16701,139.301
16702,138.264
16703,136.709
16704,135.413
16705,133.340
16706,131.396
16707,129.323
16708,127.250
16709,125.047
16710,123.233
16711,121.159
16712,119.345
16713,117.920
16714,115.976
16715,114.810
16716,113.255
16717,112.348
16718,111.311
16719,110.663
16720,109.886
16721,109.238
16722,108.719
16723,108.590
16724,108.719
16725,108.331
16726,108.201
16727,108.201
16728,108.072
16729,108.201
16730,108.331
16731,108.331
16732,108.072
16733,107.942
16734,107.683
16735,107.035
16736,106.257
16737,105.739
16738,104.702
16739,103.666
16740,102.629
16741,101.463
16742,100.426
16743,99.001
16744,97.964
16745,96.668
16746,95.502
16747,94.725
16748,93.688
16749,93.040
16750,92.263
16751,91.744
16752,91.226
16753,91.096
16754,90.837
16755,90.578
16756,90.578
16757,90.578
16758,90.967
16759,90.967
16760,90.837
16761,91.615
16762,91.615
16763,91.615
16764,92.133
16765,92.651
16766,93.170
16767,93.299
16768,93.429
16769,94.077
16770,93.947
16771,94.206
16772,94.077
16773,94.206
16774,94.206
16775,93.947
16776,94.206
16777,93.818
16778,93.558
16779,93.170
16780,92.910
16781,92.392
16782,92.133
16783,91.744
16784,91.485
16785,90.708
16786,90.189
16787,89.930
16788,89.282
16789,88.764
16790,88.116
16791,87.986
16792,87.468
16793,86.950
16794,86.561
16795,86.172
16796,85.783
16797,85.783
16798,85.006
16799,84.876
16800,84.228
16801,84.228
16802,84.228
16803,83.840
16804,83.710
16805,83.321
16806,82.933
16807,82.544
16808,82.544
16809,82.026
16810,82.026
16811,81.766
16812,81.766
16813,81.378
16814,80.989
16815,80.989
16816,80.989
16817,80.730
16818,80.341
16819,80.211
16820,80.211
16821,80.211
16822,79.823
16823,79.563
16824,79.304
16825,79.175
16826,78.786
16827,78.786
16828,78.397
16829,78.268
16830,77.879
16831,77.620
16832,77.101
16833,77.231
16834,76.972
16835,76.583
16836,76.453
16837,76.065
16838,76.065
16839,75.546
16840,75.417
16841,75.028
16842,74.899
16843,74.769
16844,74.121
16845,74.510
16846,74.251
16847,73.991
16848,73.732
16849,73.473
16850,73.344
16851,73.344
16852,72.955
16853,72.955
